date,Thu,Jun,11,11:40:25,am,2015,,,,,,,,,,,,,,,2
1008.876665,1,402,Rx,d,8,4F,8C,0,0,0,0,0,0,Length,=,240000,BitCount,=,124,,3.5919
1009.076656,1,402,Rx,d,8,50,8C,0,0,0,0,0,0,Length,=,238000,BitCount,=,123,,3.592
1009.276651,1,402,Rx,d,8,56,8C,0,0,0,0,0,0,Length,=,238000,BitCount,=,123,,3.5926
1009.476643,1,402,Rx,d,8,51,8C,1,0,0,0,0,0,Length,=,234000,BitCount,=,121,,3.5921
1009.676639,1,402,Rx,d,8,59,8C,0,0,0,0,0,0,Length,=,236000,BitCount,=,122,,3.5929
1009.876631,1,402,Rx,d,8,55,8C,1,0,1,0,0,0,Length,=,234000,BitCount,=,121,,3.5925
1010.076626,1,402,Rx,d,8,51,8C,1,0,0,0,0,0,Length,=,234000,BitCount,=,121,,3.5921
1010.276623,1,402,Rx,d,8,3A,8C,1,0,0,0,0,0,Length,=,236000,BitCount,=,122,,3.5898
1010.476613,1,402,Rx,d,8,4E,8C,1,0,0,0,1,0,Length,=,232000,BitCount,=,120,,3.5918
1010.676607,1,402,Rx,d,8,4E,8C,1,0,1,0,0,0,Length,=,232000,BitCount,=,120,,3.5918
1010.876609,1,402,Rx,d,8,50,8C,0,0,0,0,0,0,Length,=,238000,BitCount,=,123,,3.592
1011.076598,1,402,Rx,d,8,4A,8C,0,0,1,0,0,0,Length,=,234000,BitCount,=,121,,3.5914
1011.276597,1,402,Rx,d,8,53,8C,0,0,0,0,0,0,Length,=,238000,BitCount,=,123,,3.5923
1011.476589,1,402,Rx,d,8,46,8C,1,0,0,0,1,0,Length,=,236000,BitCount,=,122,,3.591
1011.676581,1,402,Rx,d,8,4A,8C,1,0,0,0,0,0,Length,=,234000,BitCount,=,121,,3.5914
1011.876579,1,402,Rx,d,8,49,8C,0,0,1,0,0,0,Length,=,236000,BitCount,=,122,,3.5913
1012.076572,1,402,Rx,d,8,48,8C,1,0,1,0,0,0,Length,=,234000,BitCount,=,121,,3.5912
1012.276566,1,402,Rx,d,8,4B,8C,1,0,0,0,0,0,Length,=,234000,BitCount,=,121,,3.5915
1012.47656,1,402,Rx,d,8,50,8C,1,0,0,0,0,0,Length,=,234000,BitCount,=,121,,3.592
1012.676555,1,402,Rx,d,8,46,8C,1,0,0,0,0,0,Length,=,234000,BitCount,=,121,,3.591
1012.876549,1,402,Rx,d,8,4B,8C,1,0,0,0,0,0,Length,=,234000,BitCount,=,121,,3.5915
1013.076544,1,402,Rx,d,8,48,8C,1,0,0,0,1,0,Length,=,234000,BitCount,=,121,,3.5912
1013.27654,1,402,Rx,d,8,48,8C,0,0,0,0,0,0,Length,=,236000,BitCount,=,122,,3.5912
1013.476533,1,402,Rx,d,8,47,8C,0,0,1,0,1,0,Length,=,236000,BitCount,=,122,,3.5911
1013.676525,1,402,Rx,d,8,48,8C,1,0,1,0,1,0,Length,=,232000,BitCount,=,120,,3.5912
1013.876521,1,402,Rx,d,8,4B,8C,1,0,0,0,0,0,Length,=,234000,BitCount,=,121,,3.5915
1014.076516,1,402,Rx,d,8,4E,8C,0,0,1,0,0,0,Length,=,234000,BitCount,=,121,,3.5918
1014.276515,1,402,Rx,d,8,42,8C,0,0,0,0,0,0,Length,=,238000,BitCount,=,123,,3.5906
1014.476507,1,402,Rx,d,8,44,8C,1,0,0,0,0,0,Length,=,236000,BitCount,=,122,,3.5908
1014.676502,1,402,Rx,d,8,40,8C,1,0,0,0,0,0,Length,=,236000,BitCount,=,122,,3.5904
1014.876499,1,402,Rx,d,8,4C,8C,0,0,1,0,0,0,Length,=,238000,BitCount,=,123,,3.5916
1015.076494,1,402,Rx,d,8,48,8C,0,0,2,0,0,0,Length,=,238000,BitCount,=,123,,3.5912
1015.276485,1,402,Rx,d,8,47,8C,0,0,1,0,1,0,Length,=,236000,BitCount,=,122,,3.5911
1015.476478,1,402,Rx,d,8,44,8C,0,0,0,0,1,0,Length,=,234000,BitCount,=,121,,3.5908
1015.676476,1,402,Rx,d,8,40,8C,0,0,0,0,0,0,Length,=,238000,BitCount,=,123,,3.5904
1015.876472,1,402,Rx,d,8,41,8C,0,0,0,0,0,0,Length,=,240000,BitCount,=,124,,3.5905
1016.076465,1,402,Rx,d,8,3D,8C,1,0,1,0,0,0,Length,=,238000,BitCount,=,123,,3.5901
1016.276459,1,402,Rx,d,8,46,8C,0,0,1,0,1,0,Length,=,236000,BitCount,=,122,,3.591
1016.476452,1,402,Rx,d,8,44,8C,1,0,0,0,0,0,Length,=,236000,BitCount,=,122,,3.5908
1016.676447,1,402,Rx,d,8,48,8C,0,0,0,0,0,0,Length,=,236000,BitCount,=,122,,3.5912
1016.876444,1,402,Rx,d,8,3D,8C,1,0,0,0,0,0,Length,=,238000,BitCount,=,123,,3.5901
1017.076437,1,402,Rx,d,8,43,8C,1,0,0,0,0,0,Length,=,236000,BitCount,=,122,,3.5907
1017.276438,1,402,Rx,d,8,3E,8C,0,0,0,0,0,0,Length,=,244000,BitCount,=,126,,3.5902
1017.476431,1,402,Rx,d,8,3D,8C,0,0,1,0,0,0,Length,=,242000,BitCount,=,125,,3.5901
1017.67642,1,402,Rx,d,8,39,8C,0,0,0,0,0,0,Length,=,238000,BitCount,=,123,,3.5897
1017.876414,1,402,Rx,d,8,42,8C,0,0,0,0,1,0,Length,=,236000,BitCount,=,122,,3.5906
1018.076413,1,402,Rx,d,8,3D,8C,0,0,0,0,0,0,Length,=,240000,BitCount,=,124,,3.5901
1018.276403,1,402,Rx,d,8,41,8C,0,0,1,0,1,0,Length,=,236000,BitCount,=,122,,3.5905
1018.476406,1,402,Rx,d,8,3E,8C,0,0,0,0,0,0,Length,=,244000,BitCount,=,126,,3.5902
1018.676389,1,402,Rx,d,8,38,8C,1,0,1,0,1,0,Length,=,234000,BitCount,=,121,,3.5896
1018.876387,1,402,Rx,d,8,3A,8C,0,0,0,0,1,0,Length,=,236000,BitCount,=,122,,3.5898
1019.076386,1,402,Rx,d,8,3D,8C,0,0,0,0,0,0,Length,=,240000,BitCount,=,124,,3.5901
1019.276381,1,402,Rx,d,8,3D,8C,0,0,1,0,0,0,Length,=,242000,BitCount,=,125,,3.5901
1019.476375,1,402,Rx,d,8,41,8C,0,0,0,0,0,0,Length,=,240000,BitCount,=,124,,3.5905
1019.676362,1,402,Rx,d,8,36,8C,1,0,0,0,1,0,Length,=,234000,BitCount,=,121,,3.5894
1019.876362,1,402,Rx,d,8,3E,8C,0,0,0,0,1,0,Length,=,238000,BitCount,=,123,,3.5902
1020.076357,1,402,Rx,d,8,33,8C,0,0,0,0,0,0,Length,=,240000,BitCount,=,124,,3.5891
1020.276351,1,402,Rx,d,8,38,8C,0,0,0,0,0,0,Length,=,238000,BitCount,=,123,,3.5896
1020.476342,1,402,Rx,d,8,33,8C,0,0,0,0,1,0,Length,=,236000,BitCount,=,122,,3.5891
1020.67634,1,402,Rx,d,8,3B,8C,1,0,0,0,0,0,Length,=,238000,BitCount,=,123,,3.5899
1020.876334,1,402,Rx,d,8,38,8C,0,0,0,0,1,0,Length,=,238000,BitCount,=,123,,3.5896
1021.076327,1,402,Rx,d,8,3A,8C,0,0,0,0,1,0,Length,=,236000,BitCount,=,122,,3.5898
1021.276323,1,402,Rx,d,8,37,8C,1,0,0,0,0,0,Length,=,238000,BitCount,=,123,,3.5895
1021.476318,1,402,Rx,d,8,34,8C,2,0,0,0,0,0,Length,=,238000,BitCount,=,123,,3.5892
1021.676313,1,402,Rx,d,8,34,8C,0,0,0,0,0,0,Length,=,240000,BitCount,=,124,,3.5892
1021.876302,1,402,Rx,d,8,37,8C,1,0,0,0,1,0,Length,=,234000,BitCount,=,121,,3.5895
1022.076301,1,402,Rx,d,8,2E,8C,0,0,1,0,1,0,Length,=,238000,BitCount,=,123,,3.5886
1022.276292,1,402,Rx,d,8,3B,8C,2,0,1,0,1,0,Length,=,234000,BitCount,=,121,,3.5899
1022.47429,1,402,Rx,d,8,37,8C,1,0,0,0,0,0,Length,=,238000,BitCount,=,123,,3.5895
1022.676285,1,402,Rx,d,8,34,8C,1,0,0,0,0,0,Length,=,238000,BitCount,=,123,,3.5892
1022.876283,1,402,Rx,d,8,2F,8C,0,0,0,0,0,0,Length,=,242000,BitCount,=,125,,3.5887
1023.076274,1,402,Rx,d,8,37,8C,0,0,0,0,0,0,Length,=,238000,BitCount,=,123,,3.5895
1023.27627,1,402,Rx,d,8,34,8C,0,0,0,0,0,0,Length,=,240000,BitCount,=,124,,3.5892
1023.474203,1,402,Rx,d,8,38,8C,0,0,0,0,0,0,Length,=,238000,BitCount,=,123,,3.5896
1023.676254,1,402,Rx,d,8,2F,8C,2,0,0,0,1,0,Length,=,236000,BitCount,=,122,,3.5887
1023.876253,1,402,Rx,d,8,35,8C,1,0,1,0,0,0,Length,=,240000,BitCount,=,124,,3.5893
1024.076242,1,402,Rx,d,8,16,8C,1,0,0,0,1,0,Length,=,234000,BitCount,=,121,,3.5862
1024.276243,1,402,Rx,d,8,31,8C,0,0,0,0,0,0,Length,=,240000,BitCount,=,124,,3.5889
1024.474996,1,402,Rx,d,8,28,8C,0,0,0,0,1,0,Length,=,236000,BitCount,=,122,,3.588
1024.676227,1,402,Rx,d,8,23,8C,0,0,0,0,1,0,Length,=,236000,BitCount,=,122,,3.5875
1024.876222,1,402,Rx,d,8,1B,8C,1,0,0,0,0,0,Length,=,236000,BitCount,=,122,,3.5867
1025.076219,1,402,Rx,d,8,17,8C,1,0,0,0,0,0,Length,=,238000,BitCount,=,123,,3.5863
1025.276214,1,402,Rx,d,8,13,8C,0,0,0,0,0,0,Length,=,238000,BitCount,=,123,,3.5859
1025.475517,1,402,Rx,d,8,17,8C,0,0,0,0,1,0,Length,=,240000,BitCount,=,124,,3.5863
1025.676205,1,402,Rx,d,8,12,8C,0,0,0,0,0,0,Length,=,240000,BitCount,=,124,,3.5858
1025.876195,1,402,Rx,d,8,0E,8C,1,0,0,0,0,0,Length,=,236000,BitCount,=,122,,3.5854
1026.076189,1,402,Rx,d,8,0F,8C,2,0,1,0,1,0,Length,=,236000,BitCount,=,122,,3.5855
1026.276184,1,402,Rx,d,8,0C,8C,1,0,0,0,0,0,Length,=,236000,BitCount,=,122,,3.5852
1026.476181,1,402,Rx,d,8,12,8C,0,0,1,0,1,0,Length,=,236000,BitCount,=,122,,3.5858
1026.67617,1,402,Rx,d,8,70,8C,0,0,0,0,1,0,Length,=,234000,BitCount,=,121,,3.5952
1026.876169,1,402,Rx,d,8,27,8C,0,0,1,0,1,0,Length,=,238000,BitCount,=,123,,3.5879
1027.076166,1,402,Rx,d,8,1F,8C,1,0,0,0,0,0,Length,=,240000,BitCount,=,124,,3.5871
1027.276154,1,402,Rx,d,8,0E,8C,1,0,0,0,1,0,Length,=,234000,BitCount,=,121,,3.5854
1027.47615,1,402,Rx,d,8,24,8C,1,0,1,0,0,0,Length,=,236000,BitCount,=,122,,3.5876
1027.676152,1,402,Rx,d,8,29,8C,0,0,0,0,0,0,Length,=,242000,BitCount,=,125,,3.5881
1027.876143,1,402,Rx,d,8,21,8C,0,0,0,0,0,0,Length,=,238000,BitCount,=,123,,3.5873
1028.076138,1,402,Rx,d,8,1C,8C,0,0,1,0,0,0,Length,=,240000,BitCount,=,124,,3.5868
1028.276129,1,402,Rx,d,8,1D,8C,1,0,0,0,0,0,Length,=,236000,BitCount,=,122,,3.5869
1028.476126,1,402,Rx,d,8,17,8C,0,0,0,0,0,0,Length,=,238000,BitCount,=,123,,3.5863
1028.676121,1,402,Rx,d,8,17,8C,0,0,1,0,0,0,Length,=,238000,BitCount,=,123,,3.5863
1028.876114,1,402,Rx,d,8,7,8C,2,0,0,0,0,0,Length,=,238000,BitCount,=,123,,0.2247
1029.07611,1,402,Rx,d,8,15,8C,0,0,0,0,0,0,Length,=,238000,BitCount,=,123,,3.5861
1029.276101,1,402,Rx,d,8,0B,8C,1,0,1,0,1,0,Length,=,236000,BitCount,=,122,,3.5851
1029.476098,1,402,Rx,d,8,17,8C,0,0,1,0,0,0,Length,=,238000,BitCount,=,123,,3.5863
1029.676091,1,402,Rx,d,8,0A,8C,1,0,1,0,0,0,Length,=,236000,BitCount,=,122,,3.585
1029.876086,1,402,Rx,d,8,12,8C,0,0,1,0,0,0,Length,=,236000,BitCount,=,122,,3.5858
1030.076079,1,402,Rx,d,8,5D,8C,0,0,0,0,0,0,Length,=,236000,BitCount,=,122,,3.5933
1030.276076,1,402,Rx,d,8,13,8C,0,0,0,0,0,0,Length,=,238000,BitCount,=,123,,3.5859
1030.476073,1,402,Rx,d,8,15,8C,0,0,0,0,1,0,Length,=,240000,BitCount,=,124,,3.5861
1030.676063,1,402,Rx,d,8,14,8C,1,0,1,0,0,0,Length,=,236000,BitCount,=,122,,3.586
1030.87606,1,402,Rx,d,8,1B,8C,0,0,0,0,0,0,Length,=,238000,BitCount,=,123,,3.5867
1031.076057,1,402,Rx,d,8,15,8C,0,0,0,0,1,0,Length,=,240000,BitCount,=,124,,3.5861
1031.276048,1,402,Rx,d,8,0F,8C,0,0,1,0,0,0,Length,=,238000,BitCount,=,123,,3.5855
1031.476043,1,402,Rx,d,8,11,8C,0,0,1,0,1,0,Length,=,238000,BitCount,=,123,,3.5857
1031.676036,1,402,Rx,d,8,19,8C,0,0,0,0,1,0,Length,=,236000,BitCount,=,122,,3.5865
1031.876033,1,402,Rx,d,8,10,8C,0,0,0,0,0,0,Length,=,238000,BitCount,=,123,,3.5856
1032.076026,1,402,Rx,d,8,17,8C,0,0,0,0,0,0,Length,=,238000,BitCount,=,123,,3.5863
1032.276019,1,402,Rx,d,8,10,8C,0,0,0,0,1,0,Length,=,236000,BitCount,=,122,,3.5856
1032.476016,1,402,Rx,d,8,13,8C,0,0,0,0,0,0,Length,=,238000,BitCount,=,123,,3.5859
1032.676011,1,402,Rx,d,8,0B,8C,0,0,0,0,0,0,Length,=,238000,BitCount,=,123,,3.5851
1032.876008,1,402,Rx,d,8,0F,8C,0,0,0,0,0,0,Length,=,240000,BitCount,=,124,,3.5855
1033.076,1,402,Rx,d,8,F8,8B,0,0,1,0,0,0,Length,=,238000,BitCount,=,123,,3.5832
1033.275993,1,402,Rx,d,8,0E,8C,2,0,1,0,0,0,Length,=,236000,BitCount,=,122,,3.5854
1033.475987,1,402,Rx,d,8,12,8C,0,0,1,0,1,0,Length,=,236000,BitCount,=,122,,3.5858
1033.675986,1,402,Rx,d,8,0E,8C,0,0,1,0,0,0,Length,=,240000,BitCount,=,124,,3.5854
1033.875977,1,402,Rx,d,8,8,8C,1,0,0,0,0,0,Length,=,238000,BitCount,=,123,,0.2248
1034.075971,1,402,Rx,d,8,0E,8C,0,0,1,0,1,0,Length,=,236000,BitCount,=,122,,3.5854
1034.275964,1,402,Rx,d,8,9,8C,1,0,1,0,0,0,Length,=,236000,BitCount,=,122,,0.2249
1034.475963,1,402,Rx,d,8,0A,8C,0,0,0,0,0,0,Length,=,240000,BitCount,=,124,,3.585
1034.675952,1,402,Rx,d,8,0C,8C,1,0,1,0,0,0,Length,=,234000,BitCount,=,121,,3.5852
1034.87595,1,402,Rx,d,8,0D,8C,0,0,1,0,0,0,Length,=,238000,BitCount,=,123,,3.5853
1035.075943,1,402,Rx,d,8,8,8C,0,0,1,0,0,0,Length,=,236000,BitCount,=,122,,0.2248
1035.275941,1,402,Rx,d,8,0E,8C,0,0,0,0,0,0,Length,=,240000,BitCount,=,124,,3.5854
1035.475935,1,402,Rx,d,8,6,8C,0,0,1,0,1,0,Length,=,238000,BitCount,=,123,,0.2246
1035.67593,1,402,Rx,d,8,9,8C,0,0,1,0,0,0,Length,=,240000,BitCount,=,124,,0.2249
1035.875925,1,402,Rx,d,8,0A,8C,0,0,0,0,0,0,Length,=,240000,BitCount,=,124,,3.585
1036.07592,1,402,Rx,d,8,0A,8C,0,0,0,0,0,0,Length,=,240000,BitCount,=,124,,3.585
1036.275915,1,402,Rx,d,8,0A,8C,0,0,0,0,0,0,Length,=,240000,BitCount,=,124,,3.585
1036.475906,1,402,Rx,d,8,0C,8C,0,0,0,0,1,0,Length,=,238000,BitCount,=,123,,3.5852
1036.675898,1,402,Rx,d,8,6,8C,2,0,0,0,1,0,Length,=,234000,BitCount,=,121,,0.2246
1036.875893,1,402,Rx,d,8,0C,8C,0,0,1,0,0,0,Length,=,236000,BitCount,=,122,,3.5852
1037.075893,1,402,Rx,d,8,1,8C,1,0,0,0,0,0,Length,=,240000,BitCount,=,124,,0.2241
1037.275889,1,402,Rx,d,8,8,8C,0,0,0,0,0,0,Length,=,242000,BitCount,=,125,,0.2248
1037.47588,1,402,Rx,d,8,6,8C,0,0,0,0,0,0,Length,=,238000,BitCount,=,123,,0.2246
1037.675871,1,402,Rx,d,8,7,8C,0,0,0,0,1,0,Length,=,236000,BitCount,=,122,,0.2247
1037.875869,1,402,Rx,d,8,5,8C,0,0,0,0,0,0,Length,=,238000,BitCount,=,123,,0.2245
1038.075861,1,402,Rx,d,8,7,8C,1,0,0,0,0,0,Length,=,236000,BitCount,=,122,,0.2247
1038.275859,1,402,Rx,d,8,7,8C,0,0,0,0,0,0,Length,=,240000,BitCount,=,124,,0.2247
1038.475851,1,402,Rx,d,8,FE,8B,2,0,1,0,2,0,Length,=,236000,BitCount,=,122,,3.5838
1038.675846,1,402,Rx,d,8,3,8C,1,0,0,0,1,0,Length,=,238000,BitCount,=,123,,0.2243
1038.875837,1,402,Rx,d,8,2,8C,1,0,1,0,1,0,Length,=,234000,BitCount,=,121,,0.2242
1039.075833,1,402,Rx,d,8,FE,8B,0,0,0,0,0,0,Length,=,236000,BitCount,=,122,,3.5838
1039.27583,1,402,Rx,d,8,3,8C,1,0,0,0,1,0,Length,=,238000,BitCount,=,123,,0.2243
1039.475824,1,402,Rx,d,8,8,8C,1,0,0,0,0,0,Length,=,238000,BitCount,=,123,,0.2248
1039.675817,1,402,Rx,d,8,FE,8B,0,0,0,0,0,0,Length,=,236000,BitCount,=,122,,3.5838
1039.875814,1,402,Rx,d,8,FC,8B,0,0,0,0,0,0,Length,=,238000,BitCount,=,123,,3.5836
1040.075806,1,402,Rx,d,8,FF,8B,0,0,0,0,0,0,Length,=,236000,BitCount,=,122,,3.5839
1040.275801,1,402,Rx,d,8,8,8C,2,0,0,0,1,0,Length,=,236000,BitCount,=,122,,0.2248
1040.475799,1,402,Rx,d,8,7,8C,0,0,0,0,0,0,Length,=,240000,BitCount,=,124,,0.2247
1040.675792,1,402,Rx,d,8,8,8C,1,0,0,0,0,0,Length,=,238000,BitCount,=,123,,0.2248
1040.875785,1,402,Rx,d,8,0,8C,1,0,1,0,0,0,Length,=,238000,BitCount,=,123,,0.224
1041.075784,1,402,Rx,d,8,0,8C,0,0,0,0,0,0,Length,=,240000,BitCount,=,124,,0.224
1041.275775,1,402,Rx,d,8,FA,8B,1,0,0,0,0,0,Length,=,238000,BitCount,=,123,,3.5834
1041.475766,1,402,Rx,d,8,FC,8B,1,0,0,0,1,0,Length,=,234000,BitCount,=,121,,3.5836
1041.675764,1,402,Rx,d,8,FC,8B,0,0,0,0,0,0,Length,=,238000,BitCount,=,123,,3.5836
1041.875757,1,402,Rx,d,8,6,8C,1,0,0,0,1,0,Length,=,236000,BitCount,=,122,,0.2246
1042.075754,1,402,Rx,d,8,FA,8B,0,0,0,0,0,0,Length,=,238000,BitCount,=,123,,3.5834
1042.275745,1,402,Rx,d,8,FE,8B,0,0,0,0,0,0,Length,=,236000,BitCount,=,122,,3.5838
1042.475741,1,402,Rx,d,8,FB,8B,1,0,0,0,0,0,Length,=,236000,BitCount,=,122,,3.5835
1042.675736,1,402,Rx,d,8,FC,8B,0,0,0,0,0,0,Length,=,238000,BitCount,=,123,,3.5836
1042.875729,1,402,Rx,d,8,FD,8B,1,0,0,0,0,0,Length,=,236000,BitCount,=,122,,3.5837
1043.075725,1,402,Rx,d,8,FF,8B,0,0,0,0,0,0,Length,=,236000,BitCount,=,122,,3.5839
1043.275718,1,402,Rx,d,8,FE,8B,0,0,0,0,0,0,Length,=,236000,BitCount,=,122,,3.5838
1043.475714,1,402,Rx,d,8,FB,8B,0,0,0,0,0,0,Length,=,236000,BitCount,=,122,,3.5835
1043.675707,1,402,Rx,d,8,F7,8B,0,0,0,0,0,0,Length,=,236000,BitCount,=,122,,3.5831
1043.875698,1,402,Rx,d,8,F2,8B,1,0,1,0,0,0,Length,=,232000,BitCount,=,120,,3.5826
1044.075694,1,402,Rx,d,8,FB,8B,1,0,2,0,0,0,Length,=,234000,BitCount,=,121,,3.5835
1044.275689,1,402,Rx,d,8,FE,8B,0,0,0,0,1,0,Length,=,234000,BitCount,=,121,,3.5838
1044.475683,1,402,Rx,d,8,FA,8B,0,0,1,0,0,0,Length,=,234000,BitCount,=,121,,3.5834
1044.67568,1,402,Rx,d,8,F7,8B,0,0,0,0,0,0,Length,=,236000,BitCount,=,122,,3.5831
1044.875677,1,402,Rx,d,8,FA,8B,0,0,0,0,0,0,Length,=,238000,BitCount,=,123,,3.5834
1045.075669,1,402,Rx,d,8,F1,8B,1,0,0,0,0,0,Length,=,236000,BitCount,=,122,,3.5825
1045.275664,1,402,Rx,d,8,F7,8B,1,0,0,0,0,0,Length,=,236000,BitCount,=,122,,3.5831
1045.475658,1,402,Rx,d,8,F4,8B,0,0,0,0,0,0,Length,=,236000,BitCount,=,122,,3.5828
1045.675654,1,402,Rx,d,8,F8,8B,0,0,0,0,0,0,Length,=,238000,BitCount,=,123,,3.5832
1045.875649,1,402,Rx,d,8,F8,8B,0,0,0,0,0,0,Length,=,238000,BitCount,=,123,,3.5832
1046.075643,1,402,Rx,d,8,F4,8B,0,0,0,0,0,0,Length,=,236000,BitCount,=,122,,3.5828
1046.275632,1,402,Rx,d,8,F5,8B,0,0,0,0,1,0,Length,=,232000,BitCount,=,120,,3.5829
1046.475629,1,402,Rx,d,8,EC,8B,0,0,0,0,0,0,Length,=,234000,BitCount,=,121,,3.582
1046.675625,1,402,Rx,d,8,F8,8B,2,0,0,0,0,0,Length,=,236000,BitCount,=,122,,3.5832
1046.875618,1,402,Rx,d,8,F6,8B,0,0,0,0,0,0,Length,=,234000,BitCount,=,121,,3.583
1047.075612,1,402,Rx,d,8,F1,8B,0,0,0,0,0,0,Length,=,234000,BitCount,=,121,,3.5825
1047.275608,1,402,Rx,d,8,F0,8B,1,0,0,0,0,0,Length,=,234000,BitCount,=,121,,3.5824
1047.475603,1,402,Rx,d,8,F2,8B,0,0,0,0,0,0,Length,=,236000,BitCount,=,122,,3.5826
1047.6756,1,402,Rx,d,8,F4,8B,1,0,0,0,0,0,Length,=,238000,BitCount,=,123,,3.5828
1047.87559,1,402,Rx,d,8,F1,8B,0,0,0,0,0,0,Length,=,234000,BitCount,=,121,,3.5825
1048.075586,1,402,Rx,d,8,F6,8B,0,0,0,0,0,0,Length,=,234000,BitCount,=,121,,3.583
1048.275585,1,402,Rx,d,8,F8,8B,0,0,0,0,0,0,Length,=,238000,BitCount,=,123,,3.5832
1048.475573,1,402,Rx,d,8,F3,8B,0,0,0,0,1,0,Length,=,232000,BitCount,=,120,,3.5827
1048.67557,1,402,Rx,d,8,F7,8B,0,0,0,0,0,0,Length,=,236000,BitCount,=,122,,3.5831
1048.875565,1,402,Rx,d,8,F0,8B,0,0,1,0,0,0,Length,=,236000,BitCount,=,122,,3.5824
1049.075559,1,402,Rx,d,8,EF,8B,0,0,1,0,0,0,Length,=,234000,BitCount,=,121,,3.5823
1049.275554,1,402,Rx,d,8,E8,8B,1,0,0,0,0,0,Length,=,236000,BitCount,=,122,,3.5816
1049.475548,1,402,Rx,d,8,E1,8B,0,0,0,0,0,0,Length,=,234000,BitCount,=,121,,3.5809
1049.675545,1,402,Rx,d,8,E8,8B,0,0,0,0,0,0,Length,=,238000,BitCount,=,123,,3.5816
1049.87554,1,402,Rx,d,8,E2,8B,0,0,0,0,0,0,Length,=,238000,BitCount,=,123,,3.581
1050.075532,1,402,Rx,d,8,DA,8B,0,0,0,0,0,0,Length,=,236000,BitCount,=,122,,3.5802
1050.275527,1,402,Rx,d,8,DA,8B,0,0,0,0,0,0,Length,=,236000,BitCount,=,122,,3.5802
1050.475519,1,402,Rx,d,8,E5,8B,2,0,1,0,0,0,Length,=,234000,BitCount,=,121,,3.5813
1050.675517,1,402,Rx,d,8,E9,8B,1,0,0,0,0,0,Length,=,236000,BitCount,=,122,,3.5817
1050.87551,1,402,Rx,d,8,E8,8B,1,0,0,0,0,0,Length,=,236000,BitCount,=,122,,3.5816
1051.075502,1,402,Rx,d,8,F0,8B,1,0,0,0,0,0,Length,=,234000,BitCount,=,121,,3.5824
1051.275497,1,402,Rx,d,8,DA,8B,1,0,0,0,0,0,Length,=,234000,BitCount,=,121,,3.5802
1051.475495,1,402,Rx,d,8,ED,8B,0,0,1,0,0,0,Length,=,236000,BitCount,=,122,,3.5821
1051.675488,1,402,Rx,d,8,DA,8B,0,0,0,0,0,0,Length,=,236000,BitCount,=,122,,3.5802
1051.875481,1,402,Rx,d,8,F5,8B,0,0,0,0,0,0,Length,=,234000,BitCount,=,121,,3.5829
1052.075473,1,402,Rx,d,8,D7,8B,1,0,1,0,0,0,Length,=,232000,BitCount,=,120,,3.5799
1052.275472,1,402,Rx,d,8,F0,8B,0,0,0,0,0,0,Length,=,236000,BitCount,=,122,,3.5824
1052.475468,1,402,Rx,d,8,F2,8B,1,0,0,0,0,0,Length,=,236000,BitCount,=,122,,3.5826
1052.675461,1,402,Rx,d,8,DD,8B,0,0,0,0,0,0,Length,=,236000,BitCount,=,122,,3.5805
1052.875454,1,402,Rx,d,8,E8,8B,1,0,0,0,1,0,Length,=,234000,BitCount,=,121,,3.5816
1053.075447,1,402,Rx,d,8,E6,8B,0,0,1,0,1,0,Length,=,232000,BitCount,=,120,,3.5814
1053.275444,1,402,Rx,d,8,EF,8B,0,0,0,0,0,0,Length,=,236000,BitCount,=,122,,3.5823
1053.475437,1,402,Rx,d,8,DA,8B,1,0,0,0,0,0,Length,=,234000,BitCount,=,121,,3.5802
1053.675432,1,402,Rx,d,8,DC,8B,0,0,0,0,0,0,Length,=,234000,BitCount,=,121,,3.5804
1053.875429,1,402,Rx,d,8,DF,8B,1,0,0,0,0,0,Length,=,238000,BitCount,=,123,,3.5807
1054.07542,1,402,Rx,d,8,E1,8B,1,0,0,0,0,0,Length,=,234000,BitCount,=,121,,3.5809
1054.275416,1,402,Rx,d,8,DE,8B,1,0,1,0,1,0,Length,=,234000,BitCount,=,121,,3.5806
1054.475411,1,402,Rx,d,8,E0,8B,0,0,1,0,0,0,Length,=,234000,BitCount,=,121,,3.5808
1054.675402,1,402,Rx,d,8,D3,8B,1,0,1,0,0,0,Length,=,232000,BitCount,=,120,,3.5795
1054.875402,1,402,Rx,d,8,CC,8B,0,0,0,0,0,0,Length,=,236000,BitCount,=,122,,3.5788
1055.075391,1,402,Rx,d,8,C5,8B,0,0,1,0,0,0,Length,=,232000,BitCount,=,120,,3.5781
1055.275386,1,402,Rx,d,8,E3,8B,0,0,1,0,0,0,Length,=,232000,BitCount,=,120,,3.5811
1055.475382,1,402,Rx,d,8,DA,8B,1,0,0,0,0,0,Length,=,234000,BitCount,=,121,,3.5802
1055.675378,1,402,Rx,d,8,D9,8B,0,0,0,0,0,0,Length,=,236000,BitCount,=,122,,3.5801
1055.875372,1,402,Rx,d,8,D5,8B,1,0,1,0,0,0,Length,=,234000,BitCount,=,121,,3.5797
1056.075365,1,402,Rx,d,8,D3,8B,1,0,0,0,0,0,Length,=,234000,BitCount,=,121,,3.5795
1056.275361,1,402,Rx,d,8,D5,8B,0,0,0,0,0,0,Length,=,234000,BitCount,=,121,,3.5797
