time,ms,voltage,badData,segId, 
Wed Jun 25 08:43:48 EDT 2014,1403700381112.00,138.893,0,3, 
Wed Jun 25 08:43:49 EDT 2014,1403700382112.00,138.892,0,3, 
Wed Jun 25 08:43:50 EDT 2014,1403700383112.00,138.891,0,3, 
Wed Jun 25 08:43:51 EDT 2014,1403700384112.00,138.89,0,3, 
Wed Jun 25 08:43:52 EDT 2014,1403700385112.00,138.89,0,3, 
Wed Jun 25 08:43:53 EDT 2014,1403700386112.00,138.887,0,3, 
Wed Jun 25 08:43:54 EDT 2014,1403700387112.00,138.895,0,3, 
Wed Jun 25 08:43:55 EDT 2014,1403700388112.00,138.9,0,3, 
Wed Jun 25 08:43:56 EDT 2014,1403700389112.00,138.899,0,3, 
Wed Jun 25 08:43:57 EDT 2014,1403700390112.00,138.894,0,3, 
Wed Jun 25 08:43:58 EDT 2014,1403700391112.00,138.88,0,3, 
Wed Jun 25 08:43:59 EDT 2014,1403700392112.00,138.887,0,3, 
Wed Jun 25 08:44:00 EDT 2014,1403700393112.00,138.889,0,3, 
Wed Jun 25 08:44:01 EDT 2014,1403700394112.00,138.891,0,3, 
Wed Jun 25 08:44:02 EDT 2014,1403700395112.00,138.892,0,3, 
Wed Jun 25 08:44:03 EDT 2014,1403700396112.00,138.898,0,3, 
Wed Jun 25 08:44:04 EDT 2014,1403700397112.00,138.902,0,3, 
Wed Jun 25 08:44:05 EDT 2014,1403700398112.00,138.91,0,3, 
Wed Jun 25 08:44:06 EDT 2014,1403700399112.00,138.9,0,3, 
Wed Jun 25 08:44:07 EDT 2014,1403700400112.00,138.879,0,3, 
Wed Jun 25 08:44:08 EDT 2014,1403700401112.00,138.877,0,3, 
Wed Jun 25 08:44:09 EDT 2014,1403700402112.00,138.88,0,3, 
Wed Jun 25 08:44:10 EDT 2014,1403700403112.00,138.881,0,3, 
Wed Jun 25 08:44:11 EDT 2014,1403700404112.00,138.885,0,3, 
Wed Jun 25 08:44:12 EDT 2014,1403700406112.00,138.88,0,3, 
Wed Jun 25 08:44:13 EDT 2014,1403700407112.00,138.877,0,3, 
Wed Jun 25 08:44:14 EDT 2014,1403700408112.00,138.879,0,3, 
Wed Jun 25 08:44:15 EDT 2014,1403700409112.00,138.879,0,3, 
Wed Jun 25 08:44:16 EDT 2014,1403700410112.00,138.876,0,3, 
Wed Jun 25 08:44:17 EDT 2014,1403700411112.00,138.881,0,3, 
Wed Jun 25 08:44:18 EDT 2014,1403700412112.00,138.872,0,3, 
Wed Jun 25 08:44:19 EDT 2014,1403700413112.00,138.876,0,3, 
Wed Jun 25 08:44:20 EDT 2014,1403700414112.00,138.883,0,3, 
Wed Jun 25 08:44:21 EDT 2014,1403700415112.00,138.887,0,3, 
Wed Jun 25 08:44:22 EDT 2014,1403700416112.00,138.887,0,3, 
Wed Jun 25 08:44:23 EDT 2014,1403700417112.00,138.891,0,3, 
Wed Jun 25 08:44:24 EDT 2014,1403700418112.00,138.893,0,3, 
Wed Jun 25 08:44:25 EDT 2014,1403700419112.00,138.892,0,3, 
Wed Jun 25 08:44:26 EDT 2014,1403700420112.00,138.887,0,3, 
Wed Jun 25 08:44:27 EDT 2014,1403700421112.00,138.888,0,3, 
Wed Jun 25 08:44:28 EDT 2014,1403700422112.00,138.89,0,3, 
Wed Jun 25 08:44:29 EDT 2014,1403700423112.00,138.89,0,3, 
Wed Jun 25 08:44:30 EDT 2014,1403700424112.00,138.886,0,3, 
Wed Jun 25 08:44:31 EDT 2014,1403700425112.00,138.884,0,3, 
Wed Jun 25 08:44:32 EDT 2014,1403700426112.00,138.891,0,3, 
Wed Jun 25 08:44:33 EDT 2014,1403700427112.00,138.894,0,3, 
Wed Jun 25 08:44:34 EDT 2014,1403700428112.00,138.895,0,3, 
Wed Jun 25 08:44:35 EDT 2014,1403700429112.00,138.895,0,3, 
Wed Jun 25 08:44:36 EDT 2014,1403700430112.00,138.895,0,3, 
Wed Jun 25 08:44:37 EDT 2014,1403700431112.00,138.893,0,3, 
Wed Jun 25 08:44:38 EDT 2014,1403700432112.00,138.892,0,3, 
Wed Jun 25 08:44:39 EDT 2014,1403700433112.00,138.888,0,3, 
Wed Jun 25 08:44:40 EDT 2014,1403700434112.00,138.892,0,3, 
Wed Jun 25 08:44:41 EDT 2014,1403700435112.00,138.894,0,3, 
Wed Jun 25 08:44:42 EDT 2014,1403700436112.00,138.893,0,3, 
Wed Jun 25 08:44:43 EDT 2014,1403700437112.00,138.893,0,3, 
Wed Jun 25 08:44:44 EDT 2014,1403700438112.00,138.892,0,3, 
Wed Jun 25 08:44:45 EDT 2014,1403700439112.00,138.893,0,3, 
Wed Jun 25 08:44:46 EDT 2014,1403700440112.00,138.901,0,3, 
Wed Jun 25 08:44:47 EDT 2014,1403700441112.00,138.897,0,3, 
Wed Jun 25 08:44:48 EDT 2014,1403700442112.00,138.897,0,3, 
Wed Jun 25 08:44:49 EDT 2014,1403700443112.00,138.898,0,3, 
Wed Jun 25 08:44:50 EDT 2014,1403700444112.00,138.901,0,3, 
Wed Jun 25 08:44:51 EDT 2014,1403700445112.00,138.899,0,3, 
Wed Jun 25 08:44:52 EDT 2014,1403700446112.00,138.885,0,3, 
Wed Jun 25 08:44:53 EDT 2014,1403700447112.00,138.88,0,3, 
Wed Jun 25 08:44:54 EDT 2014,1403700448112.00,138.881,0,3, 
Wed Jun 25 08:44:55 EDT 2014,1403700450112.00,138.891,0,3, 
Wed Jun 25 08:44:56 EDT 2014,1403700451112.00,138.881,0,3, 
Wed Jun 25 08:44:57 EDT 2014,1403700452112.00,138.88,0,3, 
Wed Jun 25 08:44:58 EDT 2014,1403700453112.00,138.887,0,3, 
Wed Jun 25 08:44:59 EDT 2014,1403700454112.00,138.886,0,3, 
Wed Jun 25 08:45:00 EDT 2014,1403700455112.00,138.878,0,3, 
Wed Jun 25 08:45:01 EDT 2014,1403700456112.00,138.882,0,3, 
Wed Jun 25 08:45:02 EDT 2014,1403700457112.00,138.898,0,3, 
Wed Jun 25 08:45:03 EDT 2014,1403700458112.00,138.896,0,3, 
Wed Jun 25 08:45:04 EDT 2014,1403700459112.00,138.875,0,3, 
Wed Jun 25 08:45:05 EDT 2014,1403700460112.00,138.876,0,3, 
Wed Jun 25 08:45:06 EDT 2014,1403700461112.00,138.877,0,3, 
Wed Jun 25 08:45:07 EDT 2014,1403700462112.00,138.875,0,3, 
Wed Jun 25 08:45:08 EDT 2014,1403700463112.00,138.879,0,3, 
Wed Jun 25 08:45:09 EDT 2014,1403700464112.00,138.888,0,3, 
Wed Jun 25 08:45:10 EDT 2014,1403700465112.00,138.888,0,3, 
Wed Jun 25 08:45:11 EDT 2014,1403700466112.00,138.886,0,3, 
Wed Jun 25 08:45:12 EDT 2014,1403700467112.00,138.888,0,3, 
Wed Jun 25 08:45:13 EDT 2014,1403700468112.00,138.879,0,3, 
Wed Jun 25 08:45:14 EDT 2014,1403700469112.00,138.877,0,3, 
Wed Jun 25 08:45:15 EDT 2014,1403700470112.00,138.878,0,3, 
Wed Jun 25 08:45:16 EDT 2014,1403700471112.00,138.894,0,3, 
Wed Jun 25 08:45:17 EDT 2014,1403700472112.00,138.891,0,3, 
Wed Jun 25 08:45:18 EDT 2014,1403700473112.00,138.887,0,3, 
Wed Jun 25 08:45:19 EDT 2014,1403700474112.00,138.883,0,3, 
Wed Jun 25 08:45:20 EDT 2014,1403700475112.00,138.888,0,3, 
Wed Jun 25 08:45:21 EDT 2014,1403700476112.00,138.897,0,3, 
Wed Jun 25 08:45:22 EDT 2014,1403700477112.00,138.899,0,3, 
Wed Jun 25 08:45:23 EDT 2014,1403700478112.00,138.895,0,3, 
Wed Jun 25 08:45:24 EDT 2014,1403700480112.00,138.893,0,3, 
Wed Jun 25 08:45:25 EDT 2014,1403700481112.00,138.888,0,3, 
Wed Jun 25 08:45:26 EDT 2014,1403700483112.00,138.887,0,3, 
Wed Jun 25 08:45:27 EDT 2014,1403700484112.00,138.889,0,3, 
Wed Jun 25 08:45:28 EDT 2014,1403700486112.00,138.889,0,3, 
Wed Jun 25 08:45:29 EDT 2014,1403700487112.00,138.876,0,3, 
Wed Jun 25 08:45:30 EDT 2014,1403700488112.00,138.889,0,3, 
Wed Jun 25 08:45:31 EDT 2014,1403700489112.00,138.891,0,3, 
Wed Jun 25 08:45:32 EDT 2014,1403700490112.00,138.897,0,3, 
Wed Jun 25 08:45:33 EDT 2014,1403700491112.00,138.903,0,3, 
Wed Jun 25 08:45:34 EDT 2014,1403700493112.00,138.896,0,3, 
Wed Jun 25 08:45:35 EDT 2014,1403700495112.00,138.878,0,3, 
Wed Jun 25 08:45:36 EDT 2014,1403700496112.00,138.88,0,3, 
Wed Jun 25 08:45:37 EDT 2014,1403700497112.00,138.879,0,3, 
Wed Jun 25 08:45:38 EDT 2014,1403700498112.00,138.882,0,3, 
Wed Jun 25 08:45:39 EDT 2014,1403700499112.00,138.883,0,3, 
Wed Jun 25 08:45:40 EDT 2014,1403700503112.00,138.882,0,3, 
Wed Jun 25 08:45:41 EDT 2014,1403700504112.00,138.876,0,3, 
Wed Jun 25 08:45:42 EDT 2014,1403700505112.00,138.877,0,3, 
Wed Jun 25 08:45:43 EDT 2014,1403700506112.00,138.877,0,3, 
Wed Jun 25 08:45:44 EDT 2014,1403700507112.00,138.876,0,3, 
Wed Jun 25 08:45:45 EDT 2014,1403700508112.00,138.874,0,3, 
Wed Jun 25 08:45:46 EDT 2014,1403700509112.00,138.88,0,3, 
Wed Jun 25 08:45:47 EDT 2014,1403700510112.00,138.887,0,3, 
Wed Jun 25 08:45:48 EDT 2014,1403700511112.00,138.887,0,3, 
Wed Jun 25 08:45:49 EDT 2014,1403700512112.00,138.885,0,3, 
Wed Jun 25 08:45:50 EDT 2014,1403700513112.00,138.88,0,3, 
Wed Jun 25 08:45:51 EDT 2014,1403700514112.00,138.884,0,3, 
Wed Jun 25 08:45:52 EDT 2014,1403700517112.00,138.88,0,3, 
Wed Jun 25 08:45:53 EDT 2014,1403700518112.00,138.878,0,3, 
Wed Jun 25 08:45:54 EDT 2014,1403700519112.00,138.893,0,3, 
Wed Jun 25 08:45:55 EDT 2014,1403700520112.00,138.892,0,3, 
Wed Jun 25 08:45:56 EDT 2014,1403700522112.00,138.887,0,3, 
Wed Jun 25 08:45:57 EDT 2014,1403700523112.00,138.857,0,3, 
Wed Jun 25 08:45:58 EDT 2014,1403700524112.00,138.865,0,3, 
Wed Jun 25 08:45:59 EDT 2014,1403700525112.00,138.866,0,3, 
Wed Jun 25 08:46:00 EDT 2014,1403700526112.00,138.878,0,3, 
Wed Jun 25 08:46:01 EDT 2014,1403700527112.00,138.877,0,3, 
Wed Jun 25 08:46:02 EDT 2014,1403700528112.00,138.873,0,3, 
Wed Jun 25 08:46:03 EDT 2014,1403700529112.00,138.871,0,3, 
Wed Jun 25 08:46:04 EDT 2014,1403700530112.00,138.871,0,3, 
Wed Jun 25 08:46:05 EDT 2014,1403700531112.00,138.866,0,3, 
Wed Jun 25 08:46:06 EDT 2014,1403700532112.00,138.866,0,3, 
Wed Jun 25 08:46:07 EDT 2014,1403700533112.00,138.87,0,3, 
Wed Jun 25 08:46:08 EDT 2014,1403700534112.00,138.869,0,3, 
Wed Jun 25 08:46:09 EDT 2014,1403700535112.00,138.877,0,3, 
Wed Jun 25 08:46:10 EDT 2014,1403700536112.00,138.877,0,3, 
Wed Jun 25 08:46:11 EDT 2014,1403700537112.00,138.878,0,3, 
Wed Jun 25 08:46:12 EDT 2014,1403700538112.00,138.879,0,3, 
Wed Jun 25 08:46:13 EDT 2014,1403700540112.00,138.882,0,3, 
Wed Jun 25 08:46:14 EDT 2014,1403700542112.00,138.863,0,3, 
Wed Jun 25 08:46:15 EDT 2014,1403700544112.00,138.863,0,3, 
Wed Jun 25 08:46:16 EDT 2014,1403700545112.00,138.86,0,3, 
Wed Jun 25 08:46:17 EDT 2014,1403700546112.00,138.863,0,3, 
Wed Jun 25 08:46:18 EDT 2014,1403700547112.00,138.866,0,3, 
Wed Jun 25 08:46:19 EDT 2014,1403700548112.00,138.866,0,3, 
Wed Jun 25 08:46:20 EDT 2014,1403700550112.00,138.87,0,3, 
Wed Jun 25 08:46:21 EDT 2014,1403700551112.00,138.867,0,3, 
Wed Jun 25 08:46:22 EDT 2014,1403700552112.00,138.869,0,3, 
Wed Jun 25 08:46:23 EDT 2014,1403700553112.00,138.872,0,3, 
Wed Jun 25 08:46:24 EDT 2014,1403700555112.00,138.873,0,3, 
Wed Jun 25 08:46:25 EDT 2014,1403700556112.00,138.855,0,3, 
Wed Jun 25 08:46:26 EDT 2014,1403700557112.00,138.875,0,3, 
Wed Jun 25 08:46:27 EDT 2014,1403700558112.00,138.874,0,3, 
Wed Jun 25 08:46:28 EDT 2014,1403700559112.00,138.874,0,3, 
Wed Jun 25 08:46:29 EDT 2014,1403700560112.00,138.867,0,3, 
Wed Jun 25 08:46:30 EDT 2014,1403700562112.00,138.875,0,3, 
Wed Jun 25 08:46:31 EDT 2014,1403700563112.00,138.875,0,3, 
Wed Jun 25 08:46:32 EDT 2014,1403700564112.00,138.867,0,3, 
Wed Jun 25 08:46:33 EDT 2014,1403700565112.00,138.885,0,3, 
Wed Jun 25 08:46:34 EDT 2014,1403700567112.00,138.889,0,3, 
Wed Jun 25 08:46:35 EDT 2014,1403700568112.00,138.888,0,3, 
Wed Jun 25 08:46:36 EDT 2014,1403700569112.00,138.89,0,3, 
Wed Jun 25 08:46:37 EDT 2014,1403700570112.00,138.891,0,3, 
Wed Jun 25 08:46:38 EDT 2014,1403700572112.00,138.889,0,3, 
Wed Jun 25 08:46:39 EDT 2014,1403700573112.00,138.892,0,3, 
Wed Jun 25 08:46:40 EDT 2014,1403700574112.00,138.888,0,3, 
Wed Jun 25 08:46:41 EDT 2014,1403700575112.00,138.892,0,3, 
Wed Jun 25 08:46:42 EDT 2014,1403700576112.00,138.895,0,3, 
Wed Jun 25 08:46:43 EDT 2014,1403700577112.00,138.893,0,1, 
Wed Jun 25 08:46:44 EDT 2014,1403700578112.00,138.903,0,1, 
Wed Jun 25 08:46:45 EDT 2014,1403700579112.00,138.907,0,1, 
Wed Jun 25 08:46:46 EDT 2014,1403700580112.00,138.916,0,1, 
Wed Jun 25 08:46:47 EDT 2014,1403700581112.00,138.916,0,1, 
Wed Jun 25 08:46:48 EDT 2014,1403700583112.00,138.919,0,1, 
Wed Jun 25 08:46:49 EDT 2014,1403700584112.00,138.893,0,1, 
Wed Jun 25 08:46:50 EDT 2014,1403700585112.00,138.862,0,1, 
Wed Jun 25 08:46:51 EDT 2014,1403700586112.00,138.891,0,1, 
Wed Jun 25 08:46:52 EDT 2014,1403700587112.00,138.898,0,1, 
Wed Jun 25 08:46:53 EDT 2014,1403700588112.00,138.894,0,1, 
Wed Jun 25 08:46:54 EDT 2014,1403700589112.00,138.888,0,1, 
Wed Jun 25 08:46:55 EDT 2014,1403700590112.00,138.89,0,1, 
Wed Jun 25 08:46:56 EDT 2014,1403700591112.00,138.895,0,1, 
Wed Jun 25 08:46:57 EDT 2014,1403700592112.00,138.89,0,1, 
Wed Jun 25 08:46:58 EDT 2014,1403700594112.00,138.889,0,1, 
Wed Jun 25 08:46:59 EDT 2014,1403700595112.00,138.877,0,1, 
Wed Jun 25 08:47:00 EDT 2014,1403700597112.00,138.883,0,1, 
Wed Jun 25 08:47:01 EDT 2014,1403700598112.00,138.885,0,1, 
Wed Jun 25 08:47:02 EDT 2014,1403700599112.00,138.883,0,1, 
Wed Jun 25 08:47:03 EDT 2014,1403700600112.00,138.883,0,1, 
Wed Jun 25 08:47:04 EDT 2014,1403700601112.00,138.882,0,1, 
Wed Jun 25 08:47:05 EDT 2014,1403700602112.00,138.881,0,1, 
Wed Jun 25 08:47:06 EDT 2014,1403700603112.00,138.876,0,1, 
Wed Jun 25 08:47:07 EDT 2014,1403700604112.00,138.871,0,1, 
Wed Jun 25 08:47:08 EDT 2014,1403700605112.00,138.88,0,1, 
Wed Jun 25 08:47:09 EDT 2014,1403700606112.00,138.874,0,1, 
Wed Jun 25 08:47:10 EDT 2014,1403700608112.00,138.881,0,3, 
Wed Jun 25 08:47:11 EDT 2014,1403700610112.00,138.871,0,1, 
Wed Jun 25 08:47:12 EDT 2014,1403700611112.00,138.881,0,1, 
Wed Jun 25 08:47:13 EDT 2014,1403700612112.00,138.885,0,3, 
Wed Jun 25 08:47:14 EDT 2014,1403700613112.00,138.899,0,3, 
Wed Jun 25 08:47:15 EDT 2014,1403700614112.00,138.909,0,3, 
Wed Jun 25 08:47:16 EDT 2014,1403700615112.00,138.894,0,1, 
Wed Jun 25 08:47:17 EDT 2014,1403700616112.00,138.896,0,1, 
Wed Jun 25 08:47:18 EDT 2014,1403700617112.00,138.884,0,3, 
Wed Jun 25 08:47:19 EDT 2014,1403700618112.00,138.892,0,3, 
Wed Jun 25 08:47:20 EDT 2014,1403700620112.00,138.891,0,1, 
Wed Jun 25 08:47:21 EDT 2014,1403700622112.00,138.877,0,1, 
Wed Jun 25 08:47:22 EDT 2014,1403700623112.00,138.872,0,1, 
Wed Jun 25 08:47:23 EDT 2014,1403700624112.00,138.873,0,1, 
Wed Jun 25 08:47:24 EDT 2014,1403700625112.00,138.874,0,1, 
Wed Jun 25 08:47:25 EDT 2014,1403700626112.00,138.874,0,1, 
Wed Jun 25 08:47:26 EDT 2014,1403700627112.00,138.874,0,1, 
Wed Jun 25 08:47:27 EDT 2014,1403700628112.00,138.878,0,1, 
Wed Jun 25 08:47:28 EDT 2014,1403700629112.00,138.878,0,1, 
Wed Jun 25 08:47:29 EDT 2014,1403700630112.00,138.875,0,1, 
Wed Jun 25 08:47:30 EDT 2014,1403700631112.00,138.866,0,1, 
Wed Jun 25 08:47:31 EDT 2014,1403700632112.00,138.864,0,1, 
Wed Jun 25 08:47:32 EDT 2014,1403700633112.00,138.863,0,1, 
Wed Jun 25 08:47:33 EDT 2014,1403700634112.00,138.861,0,1, 
Wed Jun 25 08:47:34 EDT 2014,1403700635112.00,138.867,0,1, 
Wed Jun 25 08:47:35 EDT 2014,1403700639112.00,138.865,0,1, 
Wed Jun 25 08:47:36 EDT 2014,1403700640112.00,138.859,0,1, 
Wed Jun 25 08:47:37 EDT 2014,1403700641112.00,138.856,0,1, 
Wed Jun 25 08:47:38 EDT 2014,1403700642112.00,138.86,0,1, 
Wed Jun 25 08:47:39 EDT 2014,1403700644112.00,138.86,0,1, 
Wed Jun 25 08:47:40 EDT 2014,1403700645112.00,138.872,0,1, 
Wed Jun 25 08:47:41 EDT 2014,1403700646112.00,138.872,0,1, 
Wed Jun 25 08:47:42 EDT 2014,1403700648112.00,138.881,0,1, 
Wed Jun 25 08:47:43 EDT 2014,1403700649112.00,138.887,0,1, 
Wed Jun 25 08:47:44 EDT 2014,1403700650112.00,138.903,0,1, 
Wed Jun 25 08:47:45 EDT 2014,1403700651112.00,138.904,0,1, 
Wed Jun 25 08:47:46 EDT 2014,1403700652112.00,138.888,0,1, 
Wed Jun 25 08:47:47 EDT 2014,1403700654112.00,138.884,0,1, 
Wed Jun 25 08:47:48 EDT 2014,1403700655112.00,138.885,0,1, 
Wed Jun 25 08:47:49 EDT 2014,1403700657112.00,138.898,0,1, 
Wed Jun 25 08:47:50 EDT 2014,1403700658112.00,138.914,0,1, 
Wed Jun 25 08:47:51 EDT 2014,1403700659112.00,138.9,0,1, 
Wed Jun 25 08:47:52 EDT 2014,1403700660112.00,138.893,0,1, 
Wed Jun 25 08:47:53 EDT 2014,1403700661112.00,138.893,0,1, 
Wed Jun 25 08:47:54 EDT 2014,1403700662112.00,138.914,0,1, 
Wed Jun 25 08:47:55 EDT 2014,1403700663112.00,138.917,0,1, 
Wed Jun 25 08:47:56 EDT 2014,1403700664112.00,138.911,0,1, 
Wed Jun 25 08:47:57 EDT 2014,1403700665112.00,138.909,0,1, 
Wed Jun 25 08:47:58 EDT 2014,1403700666112.00,138.885,0,1, 
Wed Jun 25 08:47:59 EDT 2014,1403700672112.00,138.881,0,1, 
Wed Jun 25 08:48:00 EDT 2014,1403700674112.00,138.888,0,1, 
Wed Jun 25 08:48:01 EDT 2014,1403700676112.00,138.855,0,1, 
Wed Jun 25 08:48:02 EDT 2014,1403700678112.00,138.854,0,1, 
Wed Jun 25 08:48:03 EDT 2014,1403700679112.00,138.864,0,1, 
Wed Jun 25 08:48:04 EDT 2014,1403700680112.00,138.861,0,1, 
Wed Jun 25 08:48:05 EDT 2014,1403700681112.00,138.858,0,1, 
Wed Jun 25 08:48:06 EDT 2014,1403700683112.00,138.856,0,1, 
Wed Jun 25 08:48:07 EDT 2014,1403700684112.00,138.854,0,1, 
Wed Jun 25 08:48:08 EDT 2014,1403700685112.00,138.856,0,1, 
Wed Jun 25 08:48:09 EDT 2014,1403700691112.00,138.852,0,1, 
Wed Jun 25 08:48:10 EDT 2014,1403700692112.00,138.851,0,1, 
Wed Jun 25 08:48:11 EDT 2014,1403700699112.00,138.843,0,1, 
Wed Jun 25 08:48:12 EDT 2014,1403700701112.00,138.847,0,1, 
Wed Jun 25 08:48:13 EDT 2014,1403700703112.00,138.843,0,1, 
Wed Jun 25 08:48:14 EDT 2014,1403700706112.00,138.839,0,1, 
Wed Jun 25 08:48:15 EDT 2014,1403700710112.00,138.904,0,1, 
Wed Jun 25 08:48:16 EDT 2014,1403700715112.00,138.9,0,1, 
Wed Jun 25 08:48:17 EDT 2014,1403700716112.00,138.909,0,1, 
Wed Jun 25 08:48:18 EDT 2014,1403700718112.00,138.919,0,1, 
Wed Jun 25 08:48:19 EDT 2014,1403700719112.00,138.911,0,1, 
Wed Jun 25 08:48:20 EDT 2014,1403700723112.00,138.909,0,1, 
Wed Jun 25 08:48:21 EDT 2014,1403700726112.00,138.913,0,1, 
Wed Jun 25 08:48:22 EDT 2014,1403700728112.00,138.93,0,1, 
Wed Jun 25 08:48:23 EDT 2014,1403700731112.00,138.928,0,1, 
Wed Jun 25 08:48:24 EDT 2014,1403700733112.00,138.921,0,1, 
Wed Jun 25 08:48:25 EDT 2014,1403700734112.00,138.932,0,1, 
Wed Jun 25 08:48:26 EDT 2014,1403700736112.00,138.931,0,3, 
Wed Jun 25 08:48:27 EDT 2014,1403700737112.00,138.943,0,3, 
Wed Jun 25 08:48:28 EDT 2014,1403700739112.00,138.932,0,1, 
Wed Jun 25 08:48:29 EDT 2014,1403700740112.00,138.936,0,1, 
Wed Jun 25 08:48:30 EDT 2014,1403700741112.00,138.939,0,1, 
Wed Jun 25 08:48:31 EDT 2014,1403700742112.00,138.94,0,1, 
Wed Jun 25 08:48:32 EDT 2014,1403700743112.00,138.933,0,1, 
Wed Jun 25 08:48:33 EDT 2014,1403700744112.00,138.936,0,1, 
Wed Jun 25 08:48:34 EDT 2014,1403700745112.00,138.945,0,1, 
Wed Jun 25 08:48:35 EDT 2014,1403700746112.00,138.933,0,1, 
Wed Jun 25 08:48:36 EDT 2014,1403700747112.00,138.936,0,1, 
Wed Jun 25 08:48:37 EDT 2014,1403700749112.00,138.941,0,3, 
Wed Jun 25 08:48:38 EDT 2014,1403700750112.00,138.94,0,1, 
Wed Jun 25 08:48:39 EDT 2014,1403700751112.00,138.951,0,1, 
Wed Jun 25 08:48:40 EDT 2014,1403700752112.00,138.953,0,1, 
Wed Jun 25 08:48:41 EDT 2014,1403700753112.00,138.953,0,1, 
Wed Jun 25 08:48:42 EDT 2014,1403700754112.00,138.95,0,3, 
Wed Jun 25 08:48:43 EDT 2014,1403700755112.00,138.952,0,1, 
Wed Jun 25 08:48:44 EDT 2014,1403700756112.00,138.949,0,1, 
Wed Jun 25 08:48:45 EDT 2014,1403700757112.00,138.955,0,3, 
Wed Jun 25 08:48:46 EDT 2014,1403700758112.00,138.95,0,3, 
Wed Jun 25 08:48:47 EDT 2014,1403700759112.00,138.95,0,3, 
Wed Jun 25 08:48:48 EDT 2014,1403700760112.00,138.953,0,1, 
Wed Jun 25 08:48:49 EDT 2014,1403700762112.00,138.956,0,1, 
Wed Jun 25 08:48:50 EDT 2014,1403700763112.00,138.963,0,3, 
Wed Jun 25 08:48:51 EDT 2014,1403700764112.00,138.958,0,1, 
Wed Jun 25 08:48:52 EDT 2014,1403700765112.00,138.949,0,1, 
Wed Jun 25 08:48:53 EDT 2014,1403700766112.00,138.955,0,3, 
Wed Jun 25 08:48:54 EDT 2014,1403700767112.00,138.957,0,3, 
Wed Jun 25 08:48:55 EDT 2014,1403700768112.00,138.97,0,3, 
Wed Jun 25 08:48:56 EDT 2014,1403700770112.00,138.979,0,3, 
Wed Jun 25 08:48:57 EDT 2014,1403700772112.00,138.986,0,3, 
Wed Jun 25 08:48:58 EDT 2014,1403700773112.00,138.986,0,1, 
Wed Jun 25 08:48:59 EDT 2014,1403700774112.00,138.977,0,1, 
Wed Jun 25 08:49:00 EDT 2014,1403700775112.00,138.985,0,3, 
Wed Jun 25 08:49:01 EDT 2014,1403700776112.00,138.986,0,3, 
Wed Jun 25 08:49:02 EDT 2014,1403700777112.00,138.964,0,3, 
Wed Jun 25 08:49:03 EDT 2014,1403700778112.00,138.961,0,3, 
Wed Jun 25 08:49:04 EDT 2014,1403700779112.00,138.965,0,3, 
Wed Jun 25 08:49:05 EDT 2014,1403700780112.00,138.964,0,3, 
Wed Jun 25 08:49:06 EDT 2014,1403700781112.00,138.969,0,3, 
Wed Jun 25 08:49:07 EDT 2014,1403700782112.00,138.975,0,3, 
Wed Jun 25 08:49:08 EDT 2014,1403700783112.00,138.979,0,3, 
Wed Jun 25 08:49:09 EDT 2014,1403700784112.00,138.978,0,3, 
Wed Jun 25 08:49:10 EDT 2014,1403700785112.00,138.981,0,3, 
Wed Jun 25 08:49:11 EDT 2014,1403700786112.00,138.98,0,3, 
Wed Jun 25 08:49:12 EDT 2014,1403700787112.00,138.978,0,3, 
Wed Jun 25 08:49:13 EDT 2014,1403700788112.00,138.982,0,3, 
Wed Jun 25 08:49:14 EDT 2014,1403700789112.00,138.998,0,3, 
Wed Jun 25 08:49:15 EDT 2014,1403700790112.00,139.01,0,3, 
Wed Jun 25 08:49:16 EDT 2014,1403700791112.00,139.007,0,3, 
Wed Jun 25 08:49:17 EDT 2014,1403700792112.00,138.992,0,3, 
Wed Jun 25 08:49:18 EDT 2014,1403700793112.00,138.988,0,3, 
Wed Jun 25 08:49:19 EDT 2014,1403700794112.00,138.997,0,3, 
Wed Jun 25 08:49:20 EDT 2014,1403700795112.00,139,0,1, 
Wed Jun 25 08:49:21 EDT 2014,1403700796112.00,139.001,0,3, 
Wed Jun 25 08:49:22 EDT 2014,1403700797112.00,139,0,3, 
Wed Jun 25 08:49:23 EDT 2014,1403700798112.00,138.993,0,3, 
Wed Jun 25 08:49:24 EDT 2014,1403700799112.00,138.991,0,3, 
Wed Jun 25 08:49:25 EDT 2014,1403700800112.00,138.988,0,3, 
Wed Jun 25 08:49:26 EDT 2014,1403700801112.00,138.989,0,3, 
Wed Jun 25 08:49:27 EDT 2014,1403700804112.00,138.999,0,3, 
Wed Jun 25 08:49:28 EDT 2014,1403700805112.00,138.988,0,3, 
Wed Jun 25 08:49:29 EDT 2014,1403700806112.00,138.999,0,3, 
Wed Jun 25 08:49:30 EDT 2014,1403700807112.00,138.996,0,3, 
Wed Jun 25 08:49:31 EDT 2014,1403700808112.00,138.994,0,1, 
Wed Jun 25 08:49:32 EDT 2014,1403700810112.00,138.993,0,1, 
Wed Jun 25 08:49:33 EDT 2014,1403700811112.00,138.99,0,3, 
Wed Jun 25 08:49:34 EDT 2014,1403700812112.00,138.991,0,3, 
Wed Jun 25 08:49:35 EDT 2014,1403700813112.00,138.993,0,3, 
Wed Jun 25 08:49:36 EDT 2014,1403700814112.00,138.995,0,3, 
