time,motbus.volt,motbus.curr,motbus2.volt,motbus2.curr,motbus3.volt,motbus3.curr,motvel.motvel,motvel.vehvel,motvel2.motvel,motvel2.vehvel,motvel3.motvel,motvel3.vehvel,packvoltage_6_25.voltage,packvoltage_6_25.badData,packvoltage_6_25.segId,
1403703633000,,,,,135.269,6.09776,,,,,852.808,24.577,134.221,0,2.68079,
1403703634000,,,,,135.251,6.25491,,,,,852.756,24.5755,134.219,0,2.68118,
1403703635000,,,,,135.228,6.41609,,,,,852.653,24.5725,134.217,0,2.68156,
1403703636000,,,,,135.18,6.49489,,,,,852.788,24.5764,134.216,0,2.68194,
1403703637000,,,,,135.179,6.51972,,,,,852.525,24.5688,134.214,0,2.68232,
1403703638000,,,,,135.045,7.08286,,,,,851.848,24.5493,134.212,0,2.6827,
1403703639000,,,,,134.94,7.52187,,,,,851.907,24.551,134.21,0,2.68309,
1403703640000,,,,,134.88,7.76589,,,,,852.382,24.5647,134.209,0,2.68347,
1403703641000,,,,,134.863,7.81479,,,,,852.527,24.5689,134.207,0,2.68385,
1403703642000,,,,,134.808,8.14051,,,,,852.408,24.5654,134.205,0,2.68423,
1403703643000,,,,,134.775,8.22661,,,,,852.946,24.5809,134.203,0,2.68461,
1403703644000,,,,,134.791,8.21559,,,,,853.116,24.5858,134.201,0,2.68499,
1403703645000,,,,,134.773,8.21381,,,,,853.114,24.5858,134.2,0,2.68538,
1403703646000,,,,,134.794,8.15969,,,,,853.922,24.6091,134.198,0,2.68576,
1403703647000,,,,,134.794,7.99924,,,,,853.407,24.5942,134.196,0,2.68614,
1403703648000,,,,,134.797,8.10084,,,,,853.227,24.5891,134.194,0,2.68652,
1403703649000,,,,,134.801,8.02507,,,,,853.551,24.5984,134.192,0,2.6869,
1403703650000,,,,,134.888,7.68789,,,,,854.164,24.6161,134.191,0,2.68729,
1403703651000,,,,,134.947,7.23162,,,,,853.73,24.6035,134.189,0,2.68767,
1403703652000,,,,,134.976,7.12033,,,,,854.136,24.6152,134.187,0,2.68805,
1403703653000,,,,,134.996,7.06546,,,,,853.672,24.6019,134.185,0,2.68843,
1403703654000,,,,,134.987,7.07878,,,,,853.252,24.5898,134.183,0,2.68881,
1403703655000,,,,,134.979,7.24521,,,,,852.894,24.5794,134.182,0,2.68919,
1403703656000,,,,,134.94,7.50798,,,,,852.588,24.5706,134.18,0,2.68958,
1403703657000,,,,,134.887,7.73044,,,,,852.703,24.5739,134.178,0,2.68996,
1403703658000,,,,,134.961,7.60233,,,,,852.97,24.5816,134.176,0,2.69034,
1403703659000,,,,,134.952,7.75817,,,,,852.977,24.5818,134.175,0,2.69072,
1403703660000,,,,,135.019,7.50875,,,,,853.217,24.5888,134.173,0,2.6911,
1403703661000,,,,,135.048,7.33029,,,,,853.518,24.5974,134.171,0,2.69149,
1403703662000,,,,,135.102,7.15365,,,,,853.865,24.6074,134.169,0,2.69187,
1403703663000,,,,,135.138,7.05229,,,,,853.696,24.6026,134.167,0,2.69225,
1403703664000,,,,,135.179,6.98586,,,,,853.444,24.5953,134.166,0,2.69263,
1403703665000,,,,,135.198,6.98763,,,,,853.245,24.5896,134.164,0,2.69301,
1403703666000,,,,,135.238,6.80574,,,,,853.394,24.5938,134.162,0,2.69339,
1403703667000,,,,,135.267,6.77375,,,,,853.227,24.589,134.16,0,2.69378,
1403703668000,,,,,135.288,6.54819,,,,,853.874,24.6077,134.158,0,2.69416,
1403703669000,,,,,135.281,6.67909,,,,,853.223,24.5889,134.157,0,2.69454,
1403703670000,,,,,135.283,6.5798,,,,,853.375,24.5933,134.155,0,2.69492,
1403703671000,,,,,135.288,6.47272,,,,,853.303,24.5912,134.153,0,2.6953,
1403703672000,,,,,135.226,6.72448,,,,,852.71,24.5742,134.151,0,2.69569,
1403703673000,,,,,135.185,6.99567,,,,,852.221,24.5601,134.149,0,2.69607,
1403703674000,,,,,135.13,7.25986,,,,,852.202,24.5595,134.148,0,2.69645,
1403703675000,,,,,135.138,7.27211,,,,,852.606,24.5712,134.146,0,2.69683,
1403703676000,,,,,135.133,7.22993,,,,,853.302,24.5912,134.144,0,2.69721,
1403703677000,,,,,135.146,7.27774,,,,,852.89,24.5793,134.142,0,2.69759,
1403703678000,,,,,135.149,7.41421,,,,,852.79,24.5764,134.14,0,2.69798,
1403703679000,,,,,135.129,7.67608,,,,,852.489,24.5678,134.139,0,2.69836,
1403703680000,,,,,135.129,7.91561,,,,,852.517,24.5686,134.137,0,2.69874,
1403703681000,,,,,135.13,8.06869,,,,,852.719,24.5744,134.135,0,2.69912,
1403703682000,,,,,135.105,7.89614,,,,,853.169,24.5874,134.133,0,2.6995,
1403703683000,,,,,135.178,7.61876,,,,,853.805,24.6057,134.132,0,2.69989,
1403703684000,,,,,135.168,7.35086,,,,,854.403,24.6229,134.13,0,2.70027,
1403703685000,,,,,135.127,7.27407,,,,,853.946,24.6098,134.128,0,2.70065,
1403703686000,,,,,135.11,7.22216,,,,,853.457,24.5957,134.126,0,2.70103,
1403703687000,,,,,135.105,7.15536,,,,,853.233,24.5892,134.124,0,2.70141,
1403703688000,,,,,135.082,7.30807,,,,,852.841,24.5779,134.123,0,2.70179,
1403703689000,,,,,135.06,7.33465,,,,,852.943,24.5809,134.121,0,2.70218,
1403703690000,,,,,135.001,7.55469,,,,,852.674,24.5731,134.119,0,2.70256,
1403703691000,,,,,134.968,7.77789,,,,,852.501,24.5681,134.117,0,2.70294,
1403703692000,,,,,134.932,7.92562,,,,,852.626,24.5717,134.115,0,2.70332,
1403703693000,,,,,134.909,8.10978,,,,,852.694,24.5737,134.114,0,2.7037,
1403703694000,,,,,134.895,8.17907,,,,,852.88,24.579,134.112,0,2.70409,
1403703695000,,,,,134.915,8.07128,,,,,853.277,24.5905,134.11,0,2.70447,
1403703696000,,,,,134.966,7.78476,,,,,853.62,24.6004,134.108,0,2.70485,
1403703697000,,,,,135.008,7.59927,,,,,854.08,24.6136,134.106,0,2.70523,
1403703698000,,,,,135.031,7.39282,,,,,854.089,24.6139,134.105,0,2.70561,
1403703699000,,,,,135.045,7.34637,,,,,853.593,24.5996,134.103,0,2.70599,
1403703700000,,,,,135.031,7.38026,,,,,853.1,24.5854,134.101,0,2.70638,
1403703701000,,,,,134.974,7.7116,,,,,852.274,24.5616,134.099,0,2.70676,
1403703702000,,,,,134.893,8.20632,,,,,851.912,24.5511,134.098,0,2.70714,
1403703703000,,,,,134.855,8.40847,,,,,852.504,24.5682,134.096,0,2.70752,
1403703704000,,,,,134.868,8.32063,,,,,853.382,24.5935,134.094,0,2.7079,
1403703705000,,,,,134.919,8.00313,,,,,854.194,24.6169,134.092,0,2.70829,
1403703706000,,,,,135.037,7.3198,,,,,855.085,24.6426,134.09,0,2.70867,
1403703707000,,,,,135.165,6.69148,,,,,854.745,24.6328,134.089,0,2.70905,
1403703708000,,,,,135.198,6.50986,,,,,854.352,24.6215,134.087,0,2.70943,
1403703709000,,,,,135.226,6.29412,,,,,853.921,24.609,134.085,0,2.70981,
1403703710000,,,,,135.239,6.24543,,,,,853.798,24.6055,134.083,0,2.71019,
1403703711000,,,,,135.249,6.17586,,,,,853.633,24.6007,134.081,0,2.71058,
1403703712000,,,,,135.25,6.29117,,,,,852.974,24.5818,134.08,0,2.71096,
1403703713000,,,,,135.228,6.43501,,,,,852.659,24.5727,134.078,0,2.71134,
1403703714000,,,,,135.199,6.57921,,,,,852.399,24.5652,134.076,0,2.71172,
1403703715000,,,,,135.161,6.82907,,,,,852.209,24.5597,134.074,0,2.7121,
1403703716000,,,,,135.116,7.07968,,,,,852.491,24.5678,134.072,0,2.71249,
1403703717000,,,,,135.108,7.22126,,,,,852.474,24.5673,134.071,0,2.71287,
1403703718000,,,,,135.075,7.42696,,,,,852.643,24.5722,134.069,0,2.71325,
1403703719000,,,,,135.091,7.41549,,,,,853.194,24.5881,134.067,0,2.71363,
1403703720000,,,,,135.156,7.14185,,,,,853.284,24.5907,134.065,0,2.71401,
1403703721000,,,,,135.185,7.13774,,,,,853.267,24.5902,134.063,0,2.71439,
1403703722000,,,,,135.26,7.02965,,,,,853.415,24.5945,134.062,0,2.71478,
1403703723000,,,,,135.302,6.82061,,,,,853.205,24.5884,134.06,0,2.71516,
1403703724000,,,,,135.311,6.8391,,,,,853.614,24.6002,134.058,0,2.71554,
1403703725000,,,,,135.296,6.91309,,,,,853.568,24.5989,134.056,0,2.71592,
1403703726000,,,,,135.287,6.77429,,,,,853.426,24.5948,134.055,0,2.7163,
1403703727000,,,,,135.32,6.64248,,,,,853.164,24.5872,134.053,0,2.71669,
1403703728000,,,,,135.323,6.6431,,,,,852.914,24.58,134.051,0,2.71707,
1403703729000,,,,,135.291,6.68327,,,,,852.911,24.5799,134.049,0,2.71745,
1403703730000,,,,,135.231,6.83382,,,,,853.142,24.5866,134.047,0,2.71783,
1403703731000,,,,,135.21,6.80585,,,,,853.236,24.5893,134.046,0,2.71821,
1403703732000,,,,,135.188,6.76578,,,,,853.277,24.5905,134.044,0,2.71859,
1403703733000,,,,,135.209,6.68346,,,,,853.148,24.5868,134.042,0,2.71898,
1403703734000,,,,,135.177,6.62229,,,,,852.894,24.5794,134.04,0,2.71936,
1403703735000,,,,,135.16,6.73165,,,,,853.183,24.5878,134.038,0,2.71974,
1403703736000,,,,,135.128,6.7363,,,,,852.669,24.573,134.037,0,2.72012,
1403703737000,,,,,135.114,6.90105,,,,,852.175,24.5587,134.035,0,2.7205,
1403703738000,,,,,135.032,7.1063,,,,,852.393,24.565,134.033,0,2.72089,
1403703739000,,,,,134.857,8.00164,,,,,851.583,24.5417,134.031,0,2.72127,
1403703740000,,,,,134.789,8.43272,,,,,852.346,24.5637,134.029,0,2.72165,
1403703741000,,,,,134.802,8.29863,,,,,852.557,24.5697,134.028,0,2.72203,
1403703742000,,,,,134.798,8.1098,,,,,853.562,24.5987,134.026,0,2.72241,
1403703743000,,,,,134.885,7.60161,,,,,854.168,24.6162,134.024,0,2.72279,
1403703744000,,,,,134.951,7.10351,,,,,854.409,24.6231,134.022,0,2.72318,
1403703745000,,,,,134.995,6.81667,,,,,854.393,24.6227,134.021,0,2.72356,
1403703746000,,,,,135.034,6.50513,,,,,854.304,24.6201,134.019,0,2.72394,
1403703747000,,,,,135.053,6.44673,,,,,853.483,24.5964,134.017,0,2.72432,
1403703748000,,,,,135.097,6.35613,,,,,853.603,24.5999,134.015,0,2.7247,
1403703749000,,,,,135.003,6.65698,,,,,852.952,24.5811,134.013,0,2.72509,
1403703750000,,,,,134.973,6.79392,,,,,852.473,24.5673,134.012,0,2.72547,
1403703751000,,,,,134.94,6.95837,,,,,852.46,24.5669,134.01,0,2.72585,
1403703752000,,,,,134.927,6.98335,,,,,852.508,24.5683,134.008,0,2.72623,
1403703753000,,,,,134.931,7.09713,,,,,852.741,24.575,134.006,0,2.72661,
1403703754000,,,,,134.898,7.18623,,,,,852.858,24.5784,134.004,0,2.727,
1403703755000,,,,,134.874,7.33734,,,,,852.813,24.5771,134.003,0,2.72738,
1403703756000,,,,,134.88,7.32751,,,,,853.181,24.5877,134.001,0,2.72776,
1403703757000,,,,,134.858,7.41469,,,,,852.893,24.5794,133.999,0,2.72814,
1403703758000,,,,,134.867,7.30798,,,,,853.264,24.5901,133.997,0,2.72852,
1403703759000,,,,,134.845,7.27546,,,,,853.332,24.5921,133.995,0,2.7289,
1403703760000,,,,,134.863,7.13689,,,,,853.457,24.5957,133.994,0,2.72929,
1403703761000,,,,,134.885,6.97183,,,,,853.433,24.595,133.992,0,2.72967,
1403703762000,,,,,134.895,6.92363,,,,,853.336,24.5922,133.99,0,2.73005,
1403703763000,,,,,134.915,6.83208,,,,,853.337,24.5922,133.988,0,2.73043,
1403703764000,,,,,134.906,6.71108,,,,,853.995,24.6112,133.986,0,2.73081,
1403703765000,,,,,134.959,6.30275,,,,,854.16,24.6159,133.985,0,2.7312,
1403703766000,,,,,135.01,6.10184,,,,,853.799,24.6055,133.983,0,2.73158,
1403703767000,,,,,134.995,6.0178,,,,,853.995,24.6112,133.981,0,2.73196,
1403703768000,,,,,135.019,5.95793,,,,,853.613,24.6002,133.979,0,2.73234,
1403703769000,,,,,135.036,5.97041,,,,,853.178,24.5876,133.978,0,2.73272,
1403703770000,,,,,135.012,6.03974,,,,,852.715,24.5743,133.976,0,2.7331,
1403703771000,,,,,134.964,6.22648,,,,,852.28,24.5617,133.974,0,2.73349,
1403703772000,,,,,134.946,6.42955,,,,,852.52,24.5687,133.972,0,2.73387,
1403703773000,,,,,134.943,6.5356,,,,,852.678,24.5732,133.97,0,2.73425,
1403703774000,,,,,134.915,6.59849,,,,,852.943,24.5809,133.969,0,2.73463,
1403703775000,,,,,134.919,6.48011,,,,,853.094,24.5852,133.967,0,2.73501,
1403703776000,,,,,134.947,6.37807,,,,,853.504,24.597,133.965,0,2.7354,
1403703777000,,,,,134.944,6.40322,,,,,853.449,24.5954,133.963,0,2.73578,
1403703778000,,,,,134.977,6.23293,,,,,853.183,24.5878,133.961,0,2.73616,
1403703779000,,,,,134.976,6.11204,,,,,853.402,24.5941,133.96,0,2.73654,
1403703780000,,,,,134.989,6.12352,,,,,852.992,24.5823,133.958,0,2.73692,
1403703781000,,,,,134.958,6.35327,,,,,852.643,24.5722,133.956,0,2.7373,
1403703782000,,,,,134.891,6.74751,,,,,852.352,24.5638,133.954,0,2.73769,
1403703783000,,,,,134.867,6.83941,,,,,852.416,24.5657,133.952,0,2.73807,
1403703784000,,,,,134.828,7.00855,,,,,852.84,24.5779,133.951,0,2.73845,
1403703785000,,,,,134.856,6.87108,,,,,853.28,24.5906,133.949,0,2.73883,
1403703786000,,,,,134.905,6.67636,,,,,853.363,24.593,133.947,0,2.73921,
1403703787000,,,,,134.96,6.55023,,,,,853.453,24.5955,133.945,0,2.7396,
1403703788000,,,,,134.955,6.52046,,,,,853.104,24.5855,133.944,0,2.73998,
1403703789000,,,,,134.908,6.75427,,,,,852.523,24.5688,133.942,0,2.74036,
1403703790000,,,,,134.856,7.1207,,,,,852.365,24.5642,133.94,0,2.74074,
1403703791000,,,,,134.759,7.55534,,,,,851.929,24.5516,133.938,0,2.74112,
1403703792000,,,,,134.71,7.68895,,,,,852.466,24.5671,133.936,0,2.7415,
1403703793000,,,,,134.721,7.53006,,,,,853.064,24.5844,133.935,0,2.74189,
1403703794000,,,,,134.734,7.4736,,,,,853.105,24.5855,133.933,0,2.74227,
1403703795000,,,,,134.725,7.55451,,,,,853.572,24.599,133.931,0,2.74265,
1403703796000,,,,,134.693,7.59351,,,,,853.338,24.5922,133.929,0,2.74303,
1403703797000,,,,,134.689,7.53043,,,,,853.41,24.5943,133.927,0,2.74341,
1403703798000,,,,,134.693,7.47877,,,,,853.236,24.5893,133.926,0,2.7438,
1403703799000,,,,,134.692,7.48158,,,,,853.211,24.5886,133.924,0,2.74418,
1403703800000,,,,,134.691,7.4392,,,,,853.146,24.5867,133.922,0,2.74456,
1403703801000,,,,,134.648,7.66632,,,,,852.984,24.5821,133.92,0,2.74494,
1403703802000,,,,,134.614,7.79879,,,,,853.032,24.5834,133.918,0,2.74532,
1403703803000,,,,,134.593,7.86285,,,,,852.912,24.58,133.917,0,2.7457,
1403703804000,,,,,134.597,7.89143,,,,,853.285,24.5907,133.915,0,2.74609,
1403703805000,,,,,134.584,8.01543,,,,,852.754,24.5754,133.913,0,2.74647,
1403703806000,,,,,134.538,8.18942,,,,,852.589,24.5707,133.911,0,2.74685,
1403703807000,,,,,134.551,8.30383,,,,,852.952,24.5811,133.909,0,2.74723,
1403703808000,,,,,134.582,8.03518,,,,,853.603,24.5999,133.908,0,2.74761,
1403703809000,,,,,134.565,8.01391,,,,,853.895,24.6083,133.906,0,2.748,
1403703810000,,,,,134.596,7.8284,,,,,853.676,24.602,133.904,0,2.74838,
1403703811000,,,,,134.619,7.64604,,,,,853.758,24.6043,133.902,0,2.74876,
1403703812000,,,,,134.651,7.50155,,,,,853.62,24.6004,133.901,0,2.74914,
1403703813000,,,,,134.665,7.52611,,,,,853.487,24.5965,133.899,0,2.74952,
1403703814000,,,,,134.669,7.53627,,,,,853.558,24.5986,133.897,0,2.7499,
1403703815000,,,,,134.673,7.48302,,,,,853.117,24.5859,133.895,0,2.75029,
1403703816000,,,,,134.636,7.69978,,,,,852.767,24.5758,133.893,0,2.75067,
1403703817000,,,,,134.602,7.81006,,,,,852.886,24.5792,133.892,0,2.75105,
1403703818000,,,,,134.576,7.74211,,,,,853.061,24.5843,133.89,0,2.75143,
1403703819000,,,,,134.567,7.70906,,,,,853.257,24.5899,133.888,0,2.75181,
1403703820000,,,,,130.584,32.5921,,,,,860.087,24.7867,133.886,0,2.7522,
1403703821000,,,,,133.057,16.1428,,,,,862.066,24.8438,133.884,0,2.75258,
1403703822000,,,,,134.599,7.28905,,,,,859.653,24.7742,133.883,0,2.75296,
1403703823000,,,,,134.519,7.82101,,,,,858.316,24.7357,133.881,0,2.75334,
1403703824000,,,,,134.407,8.50495,,,,,857.883,24.7232,133.879,0,2.75372,
1403703825000,,,,,134.346,8.87268,,,,,857.72,24.7185,133.877,0,2.7541,
1403703826000,,,,,134.248,9.43507,,,,,857.239,24.7047,133.875,0,2.75449,
1403703827000,,,,,134.223,9.54759,,,,,858.23,24.7332,133.874,0,2.75487,
1403703828000,,,,,134.259,9.32058,,,,,858.693,24.7466,133.872,0,2.75525,
1403703829000,,,,,134.322,8.92534,,,,,859.305,24.7642,133.87,0,2.75563,
1403703830000,,,,,134.371,8.68365,,,,,858.947,24.7539,133.868,0,2.75601,
1403703831000,,,,,134.43,8.32943,,,,,859.08,24.7577,133.867,0,2.7564,
1403703832000,,,,,134.468,8.10289,,,,,858.96,24.7543,133.865,0,2.75678,
1403703833000,,,,,134.545,7.73549,,,,,858.342,24.7364,133.863,0,2.75716,
1403703834000,,,,,134.554,7.58995,,,,,858.097,24.7294,133.861,0,2.75754,
1403703835000,,,,,134.566,7.52264,,,,,857.174,24.7028,133.859,0,2.75792,
1403703836000,,,,,134.527,7.78648,,,,,856.642,24.6874,133.858,0,2.7583,
1403703837000,,,,,134.472,8.03985,,,,,856.001,24.669,133.856,0,2.75869,
1403703838000,,,,,134.424,8.33821,,,,,855.59,24.6571,133.854,0,2.75907,
1403703839000,,,,,134.367,8.60201,,,,,856.043,24.6702,133.852,0,2.75945,
1403703840000,,,,,134.354,8.61696,,,,,855.893,24.6659,133.85,0,2.75983,
1403703841000,,,,,134.348,8.61344,,,,,855.93,24.667,133.849,0,2.76021,
1403703842000,,,,,134.352,8.48762,,,,,856.373,24.6797,133.847,0,2.7606,
1403703843000,,,,,134.399,8.42767,,,,,856.284,24.6772,133.845,0,2.76098,
1403703844000,,,,,134.437,8.1803,,,,,856.673,24.6884,133.843,0,2.76136,
1403703845000,,,,,134.49,7.89448,,,,,856.414,24.6809,133.841,0,2.76174,
1403703846000,,,,,134.548,7.65137,,,,,856.449,24.6819,133.84,0,2.76212,
1403703847000,,,,,134.572,7.36978,,,,,856.409,24.6807,133.838,0,2.7625,
1403703848000,,,,,134.597,7.37256,,,,,855.668,24.6594,133.836,0,2.76289,
1403703849000,,,,,134.578,7.46693,,,,,855.325,24.6495,133.834,0,2.76327,
1403703850000,,,,,134.567,7.59413,,,,,854.96,24.639,133.832,0,2.76365,
1403703851000,,,,,134.538,7.70935,,,,,854.709,24.6317,133.831,0,2.76403,
1403703852000,,,,,134.532,7.83745,,,,,854.954,24.6388,133.829,0,2.76441,
1403703853000,,,,,134.545,7.82969,,,,,854.581,24.6281,133.827,0,2.7648,
1403703854000,,,,,134.538,7.90292,,,,,854.811,24.6347,133.825,0,2.76518,
1403703855000,,,,,134.561,7.79867,,,,,854.676,24.6308,133.824,0,2.76556,
1403703856000,,,,,134.529,8.07936,,,,,854.361,24.6217,133.822,0,2.76594,
1403703857000,,,,,134.531,8.11316,,,,,854.43,24.6237,133.82,0,2.76632,
1403703858000,,,,,134.576,8.05213,,,,,854.545,24.627,133.818,0,2.7667,
1403703859000,,,,,134.586,7.9409,,,,,854.993,24.6399,133.816,0,2.76709,
1403703860000,,,,,134.644,7.59103,,,,,855.442,24.6529,133.815,0,2.76747,
1403703861000,,,,,134.761,6.9239,,,,,855.591,24.6572,133.813,0,2.76785,
1403703862000,,,,,134.797,6.67549,,,,,855.336,24.6498,133.811,0,2.76823,
1403703863000,,,,,134.778,6.78098,,,,,854.636,24.6296,133.809,0,2.76861,
1403703864000,,,,,134.745,6.9708,,,,,853.547,24.5983,133.807,0,2.769,
1403703865000,,,,,134.631,7.5045,,,,,852.76,24.5756,133.806,0,2.76938,
1403703866000,,,,,134.616,7.61634,,,,,853.59,24.5995,133.804,0,2.76976,
1403703867000,,,,,134.626,7.61685,,,,,853.744,24.6039,133.802,0,2.77014,
1403703868000,,,,,134.622,7.70088,,,,,853.744,24.6039,133.8,0,2.77052,
1403703869000,,,,,134.617,7.51247,,,,,854.005,24.6115,133.798,0,2.7709,
1403703870000,,,,,134.636,7.40384,,,,,854.296,24.6198,133.797,0,2.77129,
1403703871000,,,,,134.624,7.39136,,,,,853.855,24.6071,133.795,0,2.77167,
1403703872000,,,,,134.635,7.29593,,,,,854.188,24.6167,133.793,0,2.77205,
1403703873000,,,,,134.634,7.31677,,,,,853.577,24.5991,133.791,0,2.77243,
1403703874000,,,,,134.577,7.54433,,,,,853.236,24.5893,133.79,0,2.77281,
1403703875000,,,,,134.562,7.61557,,,,,853.746,24.604,133.788,0,2.7732,
1403703876000,,,,,134.624,6.83583,,,,,854.901,24.6373,133.786,0,2.77358,
1403703877000,,,,,134.622,6.53086,,,,,854.592,24.6284,133.784,0,2.77396,
1403703878000,,,,,134.779,6.28809,,,,,855.001,24.6402,133.782,0,2.77434,
1403703879000,,,,,134.848,5.95749,,,,,854.423,24.6235,133.781,0,2.77472,
1403703880000,,,,,134.848,5.98896,,,,,853.429,24.5949,133.779,0,2.77511,
1403703881000,,,,,134.745,6.50268,,,,,852.891,24.5794,133.777,0,2.77549,
1403703882000,,,,,134.659,6.9249,,,,,852.329,24.5632,133.775,0,2.77587,
1403703883000,,,,,134.634,7.03781,,,,,852.782,24.5762,133.773,0,2.77625,
1403703884000,,,,,134.614,6.99738,,,,,853.287,24.5908,133.772,0,2.77663,
1403703885000,,,,,134.627,6.95091,,,,,853.224,24.5889,133.77,0,2.77701,
1403703886000,,,,,134.606,7.15615,,,,,853.268,24.5902,133.768,0,2.7774,
1403703887000,,,,,134.622,7.09494,,,,,853.276,24.5905,133.766,0,2.77778,
1403703888000,,,,,134.581,7.0857,,,,,853.472,24.5961,133.764,0,2.77816,
1403703889000,,,,,134.575,7.25838,,,,,853.15,24.5868,133.763,0,2.77854,
1403703890000,,,,,134.547,7.28744,,,,,853.345,24.5924,133.761,0,2.77892,
1403703891000,,,,,134.583,7.23624,,,,,853.054,24.5841,133.759,0,2.77931,
1403703892000,,,,,134.576,7.33143,,,,,853.489,24.5966,133.757,0,2.77969,
1403703893000,,,,,134.572,7.24413,,,,,853.578,24.5992,133.755,0,2.78007,
1403703894000,,,,,134.59,7.12399,,,,,853.737,24.6037,133.754,0,2.78045,
1403703895000,,,,,134.608,7.07147,,,,,853.425,24.5948,133.752,0,2.78083,
1403703896000,,,,,134.628,7.1358,,,,,853.172,24.5874,133.75,0,2.78121,
1403703897000,,,,,134.614,7.25712,,,,,853.157,24.587,133.748,0,2.7816,
1403703898000,,,,,134.592,7.42586,,,,,852.842,24.5779,133.747,0,2.78198,
1403703899000,,,,,134.601,7.42811,,,,,853.156,24.587,133.745,0,2.78236,
1403703900000,,,,,134.604,7.44852,,,,,853.189,24.5879,133.743,0,2.78274,
1403703901000,,,,,134.624,7.35163,,,,,853.397,24.5939,133.741,0,2.78312,
1403703902000,,,,,134.629,7.31256,,,,,853.406,24.5942,133.739,0,2.78351,
1403703903000,,,,,134.658,7.23817,,,,,853.542,24.5981,133.738,0,2.78389,
1403703904000,,,,,134.673,7.23734,,,,,853.388,24.5937,133.736,0,2.78427,
1403703905000,,,,,134.686,7.14343,,,,,853.466,24.5959,133.734,0,2.78465,
1403703906000,,,,,134.708,7.19254,,,,,853.415,24.5945,133.732,0,2.78503,
1403703907000,,,,,134.666,7.47471,,,,,852.888,24.5793,133.73,0,2.78541,
1403703908000,,,,,134.675,7.46226,,,,,853.01,24.5828,133.729,0,2.7858,
1403703909000,,,,,134.724,7.47403,,,,,853.235,24.5893,133.727,0,2.78618,
1403703910000,,,,,134.695,7.63074,,,,,852.938,24.5807,133.725,0,2.78656,
1403703911000,,,,,134.687,7.74324,,,,,852.878,24.579,133.723,0,2.78694,
1403703912000,,,,,134.65,7.89377,,,,,852.899,24.5796,133.721,0,2.78732,
1403703913000,,,,,134.71,7.69726,,,,,853.728,24.6035,133.72,0,2.78771,
1403703914000,,,,,134.772,7.36952,,,,,853.881,24.6079,133.718,0,2.78809,
1403703915000,,,,,134.752,7.35664,,,,,854.469,24.6249,133.716,0,2.78847,
1403703916000,,,,,134.833,6.9634,,,,,854.071,24.6134,133.714,0,2.78885,
1403703917000,,,,,134.839,6.66928,,,,,854.643,24.6298,133.712,0,2.78923,
1403703918000,,,,,134.905,6.40759,,,,,853.699,24.6027,133.711,0,2.78961,
1403703919000,,,,,134.884,6.67154,,,,,853.132,24.5863,133.709,0,2.79,
1403703920000,,,,,134.917,6.61438,,,,,853.132,24.5863,133.707,0,2.79038,
1403703921000,,,,,134.897,6.67384,,,,,853.554,24.5985,133.705,0,2.79076,
1403703922000,,,,,134.917,6.50072,,,,,853.505,24.5971,133.704,0,2.79114,
1403703923000,,,,,134.842,6.90448,,,,,852.25,24.5609,133.702,0,2.79152,
1403703924000,,,,,134.832,6.81906,,,,,852.781,24.5762,133.7,0,2.79191,
1403703925000,,,,,134.752,7.24372,,,,,852.166,24.5585,133.698,0,2.79229,
1403703926000,,,,,134.669,7.51333,,,,,851.967,24.5527,133.696,0,2.79267,
1403703927000,,,,,134.667,7.61516,,,,,852.872,24.5788,133.695,0,2.79305,
1403703928000,,,,,134.695,7.36918,,,,,853.333,24.5921,133.693,0,2.79343,
1403703929000,,,,,134.765,6.98347,,,,,853.532,24.5978,133.691,0,2.79381,
1403703930000,,,,,134.743,7.09022,,,,,853.778,24.6049,133.689,0,2.7942,
1403703931000,,,,,134.818,6.58855,,,,,854.405,24.623,133.687,0,2.79458,
1403703932000,,,,,134.863,6.21979,,,,,854.061,24.6131,133.686,0,2.79496,
1403703933000,,,,,134.913,6.01841,,,,,854.306,24.6201,133.684,0,2.79534,
1403703934000,,,,,134.935,5.85726,,,,,853.542,24.5981,133.682,0,2.79572,
1403703935000,,,,,134.818,6.46298,,,,,852.631,24.5719,133.68,0,2.79611,
1403703936000,,,,,134.786,6.65003,,,,,852.163,24.5584,133.678,0,2.79649,
1403703937000,,,,,134.781,6.58677,,,,,852.638,24.5721,133.677,0,2.79687,
1403703938000,,,,,134.835,6.41375,,,,,853.285,24.5907,133.675,0,2.79725,
1403703939000,,,,,134.866,6.28724,,,,,853.579,24.5992,133.673,0,2.79763,
1403703940000,,,,,134.911,6.12386,,,,,853.554,24.5985,133.671,0,2.79801,
1403703941000,,,,,134.905,6.09522,,,,,853.087,24.585,133.67,0,2.7984,
1403703942000,,,,,134.908,6.19173,,,,,852.663,24.5728,133.668,0,2.79878,
1403703943000,,,,,134.89,6.20229,,,,,853.088,24.585,133.666,0,2.79916,
1403703944000,,,,,134.885,6.27534,,,,,852.517,24.5686,133.664,0,2.79954,
1403703945000,,,,,134.827,6.67331,,,,,852.166,24.5585,133.662,0,2.79992,
1403703946000,,,,,134.778,7.08523,,,,,852.221,24.56,133.661,0,2.80031,
1403703947000,,,,,134.774,7.04993,,,,,852.523,24.5687,133.659,0,2.80069,
